,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-2-9b-it__ACSPublicCoverage__-1,0.6683094817665094,0.21440982856736118,0.6941816221557169,0.5893507198526626,0.16117203230206334,0.736974600636861,0.23508640037211417,0.1563711550318802,0.15776886659694045,0.30614973262032086,0.34195402298850575,0.6065173235995408,0.1847198203663296,0.7447507936756173,0.21478123669513385,0.30614973262032086,0.34195402298850575,0.7069816942031608,google--gemma-2-9b-it,79858,33971,113829,0.2681126953588277,0.2140494442707131,0.5104782274504561,0.4379894491955831,0.4122594440484675,0.371304347826087,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b-it_task-ACSPublicCoverage/google--gemma-2-9b-it_bench-1467032192/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6073353076368351,0.5,0.7852187633048662,0.30614973262032086,0.6359300476947536,0.3934826764004592,0.1847198203663295,0.5993371956009428,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,2077177286,gemma-2-9b-it,,False,42,1163226111,ACSPublicCoverage,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.5312350977587029,0.6770594488223564,0.6225937183383992,0.6980997812508236,0.27921408945080706,0.34052717011827804
Yi-34B-Chat__ACSEmployment__-1,0.6871737981712612,0.1979075480538055,0.7378040127694806,0.704295935361926,0.24565418568273156,0.6972408825984083,0.20982548101929607,0.14037644494691226,0.14037644494689944,0.25682073676928396,0.24119319089138,0.11181000408886466,0.256820736769284,0.24119319089138,0.4795981251872834,0.23448763459617922,0.5576415442584814,0.6102859913076997,01-ai--Yi-34B-Chat,176871,146740,323611,0.6648723312866374,0.2412041453473246,0.6471105077348119,0.6057492098903142,0.15064783148901512,0.7645311830191865,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B-Chat_task-ACSEmployment/01-ai--Yi-34B-Chat_bench-4183916575/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7846387287839502,0.5,0.5204018748127166,0.2344876345961791,0.66711130445721,0.8881899959111353,0.25682073676928396,0.7203507532956686,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2503806349,Yi-34B-Chat,,False,42,1212564561,ACSEmployment,Yi-34B,Yi 34B (chat),True,-1,True,0.6225392296718973,0.7278151855159435,0.5928246013667426,0.7262361291797869,0.2022123510326307,0.5938220941986253
gemma-2-27b__ACSIncome__-1,0.5289696605587263,0.10059191960905778,0.8240958055003911,0.5097915476968446,0.03876487033515574,0.9243031706910027,0.28746334194788536,0.19519934036137604,0.19671622449547257,0.1404827084206945,0.7354015006445171,0.5627847729165646,0.13082269945015046,0.7824736932896326,0.41763213168974594,0.1404827084206945,0.7354015006445171,0.8068244185773319,google--gemma-2-27b,105217,61233,166450,0.42483628717332533,0.13309959029309804,0.7464769708702894,0.37859546907260233,0.2779343964857401,0.3953734850108222,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-27b_task-ACSIncome/google--gemma-2-27b_bench-4258575659/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.5134287906730616,0.5,0.582367868310254,0.14048270842069455,0.769532302081001,0.4372152270834354,0.13082269945015046,0.7528904565941602,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1319197741,gemma-2-27b,,False,42,2612382143,ACSIncome,gemma-2-27b,Gemma 2 27B,False,-1,True,0.0953580082672114,0.3849444277560829,0.5621742367833209,0.5556082907780114,0.23451045395782985,0.44085627475309597
Mixtral-8x22B-v0.1__ACSPublicCoverage__-1,0.2984564566147467,0.24550025621316937,0.4876516392072987,0.5000125222269528,1.6952887924470694e-05,0.9999660953737137,0.3043471364320041,0.3154915342305844,0.31548832772745017,3.390577584894139e-05,0.0,0.0,0.0,0.0,0.9999749555460943,3.390577584894139e-05,0.9999660942241511,0.8050731594079843,mistralai--Mixtral-8x22B-v0.1,79858,33971,113829,0.9999824297850284,2.4567308282819056e-05,0.9999754326917172,0.2984441301272984,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x22B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x22B-v0.1_bench-2696277520/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5922379765516189,0.5,2.5044453905682588e-05,3.390577584891586e-05,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,1373803196,Mixtral-8x22B-v0.1,,False,42,1163226111,ACSPublicCoverage,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6224046354418156,0.5639863303727521,0.6223146223146223,0.5524690544588813,0.04810489097152881,0.6139272141272281
gemma-7b__ACSIncome__-1,0.3679182937819165,0.26881686356998147,0.39930817341763114,0.5000332645865212,0.000508130081300795,0.9989847715736041,0.27314554367447397,0.23922177886501506,0.2630057184240763,0.00101626016260159,0.0,0.0,0.0,0.0,0.9999334708269576,0.00101626016260159,0.9989837398373984,0.7396954395626028,google--gemma-7b,105217,61233,166450,0.9999579453289276,0.0007265681763138909,0.9992734318236861,0.36789171067572685,0.26881686356998147,0.39930817341763114,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-7b_task-ACSIncome/google--gemma-7b_bench-1805126677/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.7592918315864529,0.5,6.652917304237908e-05,0.0010162601626016261,0.0,1.0,0.0,1.0,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1352214446,gemma-7b,,False,42,2612382143,ACSIncome,gemma-7b,Gemma 7B,False,-1,True,0.6222849083215797,0.6769900871132473,0.6114432109308283,0.6751276659657555,0.04111229483086806,0.6048388153849666
gemma-2-9b-it__ACSEmployment__-1,0.6992098538059583,0.18187779723081854,0.7620718124276085,0.6773029540767782,0.2052647729042103,0.708953600420236,0.20485504169545413,0.1613018107461255,0.16130181074612387,0.5203029116072594,0.0,0.5579801008586616,0.5203029116072595,0.47969708839274056,0.08741399098778206,0.10977336579883873,0.0,0.604688028667332,google--gemma-2-9b-it,176871,146740,323611,0.248208497238969,0.2996738605250443,0.0,0.8075146595620184,0.8849407783417935,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b-it_task-ACSEmployment/google--gemma-2-9b-it_bench-3476836200/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8180078223350796,0.5,0.912586009012218,0.10977336579883878,0.8902266342011612,0.44201989914133843,0.5203029116072594,0.0,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3139246601,gemma-2-9b-it,,False,42,1212564561,ACSEmployment,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.2942507922136713,0.7369496092530847,0.22266139657444,0.7375861759952536,0.250496065093284,0.2921438385056004
gemma-1.1-2b-it__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.7004218910036796,0.7007626437968134,0.7007626437968322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.052275410331266,google--gemma-1.1-2b-it,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-1.1-2b-it_task-ACSPublicCoverage/google--gemma-1.1-2b-it_bench-3790252778/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.535525408023132,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,3686056631,gemma-1.1-2b-it,,False,42,1163226111,ACSPublicCoverage,gemma-2b,Gemma 2B (it),True,-1,True,0.9984023809277764,0.330082843563591,0.9993736510477432,0.5873107907475248,0.0004020413424496392,0.9992015301966116
Yi-34B-Chat__ACSTravelTime__-1,0.5616882010022841,0.40154881714808527,0.5502653247941445,0.5,0.0,1.0,0.3635485335531971,0.35153209496530063,0.35153209496530136,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0884498800770086,01-ai--Yi-34B-Chat,82380,64285,146665,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B-Chat_task-ACSTravelTime/01-ai--Yi-34B-Chat_bench-549937233/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6456600200389051,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,2382764947,Yi-34B-Chat,,False,42,233993660,ACSTravelTime,Yi-34B,Yi 34B (chat),True,-1,True,0.0675295809635876,0.5191354447209627,0.0850532404364401,0.5774929260559779,0.024051348328422546,0.08677970403241386
gemma-2-9b-it__ACSMobility__-1,0.7351757013560086,0.14569864967520896,0.8289624547291026,0.5000608050589809,0.0007961783439490722,0.9984101748807631,0.23540828730720081,0.20264773337336606,0.20264773337335532,0.0015923566878981443,0.0,0.0,0.0,0.0,0.9998783898820381,0.0015923566878981443,0.9984076433121019,0.8495468363765599,google--gemma-2-9b-it,16446,45648,62094,0.9999677907688344,0.00031796502384739966,0.9996820349761526,0.7351671712942086,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b-it_task-ACSMobility/google--gemma-2-9b-it_bench-2531389070/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5359431773633485,0.5,0.00012161011796181443,0.0015923566878980893,0.0,1.0,0.0,1.0,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1285184947,gemma-2-9b-it,,False,42,2387644647,ACSMobility,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.9046633146012028,0.672560955969981,0.939906510529613,0.6256804200083744,0.06664475207044612,0.9377912254981989
Mixtral-8x22B-Instruct-v0.1__ACSIncome__-1,0.7594232502252929,0.11672179181824704,0.8645527870344406,0.7715486230358117,0.1761026111614079,0.7805902712975995,0.22003086798502758,0.21350396199110191,0.21150774354361368,0.5106570252410356,0.1318830570902394,0.18256495680433754,0.5106570252410356,0.1318830570902394,0.2743377971240389,0.34051793295144595,0.14583831879391737,1.1742848702359676,mistralai--Mixtral-8x22B-Instruct-v0.1,105217,61233,166450,0.47413036948032444,0.47175799306785593,0.2547835901204756,0.6342452387891382,0.3025210084033614,0.5764705882352941,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-1508339261/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8480607871819213,0.5,0.7256622028759611,0.34051793295144595,0.638462441557724,0.8174350431956625,0.5106570252410356,0.4463952788502474,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1129453808,Mixtral-8x22B-Instruct-v0.1,,False,42,2612382143,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.0954037722028932,0.7456773805947732,0.754978354978355,0.7665965755482127,0.4771410785838684,0.46922266557385645
gemma-2-9b-it__ACSTravelTime__-1,0.5974090614666075,0.21771428571428575,0.7229090909090908,0.6200176680633777,0.13591005501270836,0.8085139861859166,0.22609633512071173,0.06964352222391783,0.062175763626317396,0.41520484171322164,0.3024168947985921,0.19673329703663375,0.34869604316546765,0.30260791366906475,0.5632313668366108,0.41520484171322164,0.3024168947985921,0.645025398831618,google--gemma-2-9b-it,82380,64285,146665,0.6684416868373504,0.5098679911122729,0.29591192130674127,0.5267195038607873,0.3820754716981132,0.3955223880597015,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b-it_task-ACSTravelTime/google--gemma-2-9b-it_bench-2394288994/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6730624744526241,0.5,0.43676863316338915,0.41520484171322153,0.4936526320570469,0.8032667029633662,0.34869604316546765,0.5891390728476821,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1930643021,gemma-2-9b-it,,False,42,233993660,ACSTravelTime,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.4532445102393289,0.5746769849657383,0.5154639175257731,0.617032011727406,0.15220624666976348,0.5004875626240356
gemma-2-27b__ACSMobility__-1,0.6070956936257932,0.140661938534279,0.8052373158756136,0.4972022599725092,0.04608846968627056,0.9125744492549095,0.27499640115518903,0.22845016423111528,0.22795853420745618,0.0917931306981985,0.6806587923836677,0.26912460567823343,0.09179313069819853,0.6806587923836677,0.7364708743767482,0.06181097485445319,0.9210193099081987,0.8236629863165469,google--gemma-2-27b,16446,45648,62094,0.7323573936290141,0.08079992825755533,0.8985303226533026,0.7336558548653106,0.15458276333789323,0.8203497615262322,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-27b_task-ACSMobility/google--gemma-2-27b_bench-890711927/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.4928954674027126,0.5,0.26352912562325187,0.06181097485445311,0.7786157941437445,0.7308753943217665,0.0917931306981985,0.8858788104833207,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,170887799,gemma-2-27b,,False,42,2387644647,ACSMobility,gemma-2-27b,Gemma 2 27B,False,-1,True,0.65142323845077,0.5362514896769414,0.060086398743291,0.7315199536187071,0.27006202971855653,0.6648364648136857
gemma-2b__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.2778124960061267,0.26294992640699105,0.2629499264069831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7491104467531126,google--gemma-2b,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2b_task-ACSPublicCoverage/google--gemma-2b_bench-2966231707/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5440685289967154,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,3892296733,gemma-2b,,False,42,1163226111,ACSPublicCoverage,gemma-2b,Gemma 2B,False,-1,True,0.5773710482529119,0.6231364590745768,0.5623471882640587,0.6176633371109296,0.01508699170585391,0.5613888128067571
Mistral-7B-Instruct-v0.2__ACSIncome__-1,0.7679483328326825,0.08857659628131664,0.8951879395858222,0.7220109014675536,0.20990926447578206,0.7316670068991575,0.21823804477842362,0.21125262292980573,,0.560177662225111,0.10134420116405049,0.451831528750837,0.560177662225111,0.31978426729807946,0.10414666831405571,0.1546633045544623,0.10134420116405049,2.3837888349255825,mistralai--Mistral-7B-Instruct-v0.2,105217,61233,166450,0.26749173926103936,0.3622450293602555,0.1471471016250303,0.7538855448746743,0.18571428571428572,0.7636363636363637,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-965489310/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8309361791893904,0.5,0.8958533316859443,0.1546633045544623,0.8425911929978254,0.548168471249163,0.560177662225111,0.23955882352941177,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1692476864,Mistral-7B-Instruct-v0.2,,False,42,2612382143,ACSIncome,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.0005885098524666,0.7660678882547312,1.4792760761648762e-05,0.7521898468008411,0.42317757809337764,0.264549481572389
Meta-Llama-3-8B-Instruct__ACSTravelTime__-1,0.5676405413697883,0.33574042608809307,0.5999688540226976,0.5109313094496065,0.044102039596919496,0.9142153965553267,0.2757464597043003,0.19020661305174807,0.18858757407714727,0.06933419731086991,0.12437810945273632,0.9487127634751498,0.06933419731086987,0.9306658026891301,0.029424617625637292,0.05253731343283582,0.12437810945273632,0.7614796014930333,meta-llama--Meta-Llama-3-8B-Instruct,82380,64285,146665,0.0390072614461528,0.04734413275385223,0.20221038615179762,0.5762978500262191,0.6666666666666666,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B-Instruct_bench-359308159/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6041520421009993,0.5,0.9705753823743627,0.05253731343283585,0.9470676691729323,0.051287236524850274,0.06933419731086991,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3212070563,Meta-Llama-3-8B-Instruct,,False,42,233993660,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.2227513227513227,0.5674769031466267,0.2017178902160784,0.5522585483925954,0.10927284193837615,0.24972422492056856
gemma-1.1-7b-it__ACSIncome__-1,0.36832682487233404,0.26860472285490883,0.3999203579395627,0.5003564062841556,0.007936507936507908,0.984375,0.5893821209009489,0.6076100146142337,0.6076100146139872,0.015873015873015928,0.0,0.0,0.0,0.0,0.9992871874316888,0.015873015873015928,0.9841269841269841,3.179622519501654,google--gemma-1.1-7b-it,105217,61233,166450,0.9995494142385101,0.012499999999999956,0.9875,0.3680420736288505,0.2688066351230593,0.399392909644472,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-1.1-7b-it_task-ACSIncome/google--gemma-1.1-7b-it_bench-3435284492/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8413294951465078,0.5,0.0007128125683112045,0.015873015873015872,0.0,1.0,0.0,1.0,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,923781164,gemma-1.1-7b-it,,False,42,2612382143,ACSIncome,gemma-7b,Gemma 7B (it),True,-1,True,0.99752254960914,0.7469450285370982,0.9990817263544536,0.7575608290778011,0.061204466121380335,0.975486253724859
gemma-1.1-7b-it__ACSPublicCoverage__-1,0.4987481221832749,0.18507121221885675,0.6811911964697066,0.47445892392144917,0.17726262385705105,0.6965758977170079,0.34141430816720075,0.29607084314508697,,0.35282237002472405,0.4851818165840627,0.5857937652703776,0.352822370024724,0.5215564055343062,0.4652883868867239,0.3193524560227205,0.4851818165840627,1.0643154525109424,google--gemma-1.1-7b-it,79858,33971,113829,0.45004348628205465,0.2794047535646775,0.5068224819630189,0.27467400640274847,0.29884869318491847,0.4256501677852349,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-1.1-7b-it_task-ACSPublicCoverage/google--gemma-1.1-7b-it_bench-109428263/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.4609544556022782,0.5,0.5347116131132761,0.3193524560227204,0.5431501868635965,0.4142062347296223,0.35282237002472405,0.42666364870982343,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,3495720488,gemma-1.1-7b-it,,False,42,1163226111,ACSPublicCoverage,gemma-7b,Gemma 7B (it),True,-1,True,0.0179867466077627,0.31759920582628326,0.01798580349042,0.31642200142318744,0.3189442115209354,0.3989277757590005
gemma-2b__ACSTravelTime__-1,0.4382163433675383,0.40132008887727094,0.21071910545594755,0.4996775561674998,0.004681186107518331,0.9906445665467956,0.2552268605691154,0.09125242826040239,0.09110073141141363,0.008620689655172376,0.0,0.0021622462471805244,0.008620689655172414,0.0,0.9984826414178198,0.0033057851239669533,0.996694214876033,0.7036298919743118,google--gemma-2b,82380,64285,146665,0.9981999795452221,0.0040000000000000036,0.996,0.43815274485830014,0.40145411672234227,0.21066357577513764,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2b_task-ACSTravelTime/google--gemma-2b_bench-2642491410/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.48077286213865056,0.5,0.0015173585821801408,0.003305785123966942,0.0,0.9978377537528195,0.008620689655172376,0.9913793103448276,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1158059187,gemma-2b,,False,42,233993660,ACSTravelTime,gemma-2b,Gemma 2B,False,-1,True,0.5155807365439093,0.44963692769236013,0.484265200122212,0.4383322537756111,0.015248665174814442,0.5294125304091376
Meta-Llama-3-8B__ACSMobility__-1,0.7351112828936773,0.14569864967520896,0.8289624547291026,0.49997809323519105,0.0003972983710766598,0.9992054032578467,0.20445206102926294,0.10358408954288077,0.10358408954290582,0.0007945967421533195,0.0,4.3813529617946025e-05,0.0007945967421533572,0.0,1.0,0.0,1.0,0.5998547663134111,meta-llama--Meta-Llama-3-8B,16446,45648,62094,0.9999677907688344,0.0006359300476947993,0.9993640699523052,0.735134961025575,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B_task-ACSMobility/meta-llama--Meta-Llama-3-8B_bench-2278604870/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5456245214771865,0.5,0.0,0.0,0.0,0.9999561864703821,0.0007945967421533195,0.9992054032578467,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,736437435,Meta-Llama-3-8B,,False,42,2387644647,ACSMobility,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.6077090456947467,0.629239540052179,0.6368547418967587,0.5485232067510548,0.036040974043114356,0.631559402581937
gemma-2-9b__ACSEmployment__-1,0.5198679896542454,0.166123437065545,0.7085398243793655,0.5598550314566815,0.06392133919468301,0.8961166419537505,0.24356773488372005,0.1310417034198011,0.1690957666302648,0.16092906213256786,0.08281612663673601,0.010678751533324248,0.06169616097305854,0.08281612663673601,0.8696111855533128,0.16092906213256786,0.8195124268500853,0.6798491924333996,google--gemma-2-9b,176871,146740,323611,0.9238931927530275,0.12779715359806587,0.863927611432865,0.48555765898950437,0.256477894648248,0.52254726122003,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b_task-ACSEmployment/google--gemma-2-9b_bench-3162448321/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7289681089601515,0.5,0.13038881444668712,0.1609290621325679,0.40240366561747654,0.9893212484666758,0.06169616097305852,0.937958217397787,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,4095223493,gemma-2-9b,,False,42,1212564561,ACSEmployment,gemma-2-9b,Gemma 2 9B,False,-1,True,0.6224289911851126,0.671475938704185,0.5928057553956835,0.6693097577029211,0.067067805921827,0.5839708866305705
gemma-2-9b__ACSIncome__-1,0.4029438269750676,0.2207661799259105,0.5147243413630405,0.5276150289515984,0.06524838835214264,0.885921622729191,0.24676588073989017,0.25679537283510667,0.25442969420388706,0.13484106125492323,0.0,0.000587918279359169,0.01556420233463035,0.0,0.944182023817444,0.13484106125492323,0.8633240197486007,0.6856639541713465,google--gemma-2-9b,105217,61233,166450,0.9644998498047461,0.10541689689727185,0.8937953483983583,0.3811923433889162,0.26187461718328336,0.41916161681378106,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b_task-ACSIncome/google--gemma-2-9b_bench-3912969205/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8328374348846889,0.5,0.05581797618255605,0.13484106125492326,0.09054865563889382,0.9994120817206408,0.015564202334630295,0.9844357976653697,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2621733757,gemma-2-9b,,False,42,2612382143,ACSIncome,gemma-2-9b,Gemma 2 9B,False,-1,True,0.5622227410693439,0.7225292880744969,0.5925047438330171,0.74,0.05978599640484873,0.575165929144018
Meta-Llama-3-8B__ACSTravelTime__-1,0.5617222922987761,0.40154881714808527,0.5502653247941445,0.5000405977508622,0.0003629764065335994,0.9992745738121146,0.25269907738071806,0.08409872032797516,0.08409872032796102,0.0007259528130671506,0.0,0.999906665629618,0.0007259528130671988,0.9992740471869328,1.2138868657441126e-05,1.5164841830699706e-05,0.0,0.699490570044922,meta-llama--Meta-Llama-3-8B,82380,64285,146665,4.772781508880783e-05,0.0003557452863749555,0.0,0.8571428571428571,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B_bench-2282440227/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5260481056274368,0.5,0.9999878611313425,1.5164841830728193e-05,0.9999848351581693,9.333437038189314e-05,0.0007259528130671506,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,2061161164,Meta-Llama-3-8B,,False,42,233993660,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.3775342465753424,0.5426107114853578,0.34857676154923,0.4988170320117274,0.030837676405876296,0.3542130786697538
Mistral-7B-v0.1__ACSTravelTime__-1,0.5616882010022841,0.40154881714808527,0.5502653247941445,0.5,0.0,1.0,0.2464347704543827,0.046067428579356896,0.05801565547118267,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.685973878677788,mistralai--Mistral-7B-v0.1,82380,64285,146665,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-v0.1_task-ACSTravelTime/mistralai--Mistral-7B-v0.1_bench-641292870/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5712613705472883,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,4052572510,Mistral-7B-v0.1,,False,42,233993660,ACSTravelTime,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.3923541247484909,0.5505676200865919,0.3776834158999764,0.5285855521085467,0.016840680605386408,0.39224437041834964
