,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-7b__ACSIncome__-1,0.3678822469209973,0.26881686356998147,0.39930817341763114,0.5000047520837887,4.4338033164836865e-05,0.9999113317964178,0.27370093075405827,0.24075444277617683,0.2630514095893223,8.867606632967373e-05,0.0,0.0,0.0,0.0,0.9999904958324225,8.867606632967373e-05,0.9999113239336703,0.7408384751231668,google--gemma-7b,105217,61233,166450,0.9999939921898467,6.684491978614648e-05,0.9999331550802139,0.3678784492547267,0.26881686356998147,0.39930817341763114,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-7b_task-ACSIncome/google--gemma-7b_bench-1805126677/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.7601433882694164,0.5,9.504167577482726e-06,8.867606632969761e-05,0.0,1.0,0.0,1.0,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1352214446,gemma-7b,,False,42,2612382143,ACSIncome,gemma-7b,Gemma 7B,False,-1,True,0.6224116930572473,0.6852568338840492,0.6187363834422658,0.6730429558425953,0.04105265105588829,0.6061095512483694
Mixtral-8x7B-v0.1__ACSMobility__-1,0.735143492124843,0.14569864967520896,0.8289624547291026,0.5,0.0,1.0,0.2110567300576219,0.1353176296849838,0.13531762968498023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6140443918546543,mistralai--Mixtral-8x7B-v0.1,16446,45648,62094,1.0,0.0,1.0,0.735143492124843,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-v0.1_task-ACSMobility/mistralai--Mixtral-8x7B-v0.1_bench-1084940019/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5664288142941036,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1463649325,Mixtral-8x7B-v0.1,,False,42,2387644647,ACSMobility,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.5927297985644825,0.5202112925564467,0.5927876823338736,0.4922536799046607,0.028558970359531807,0.5998258624398627
gemma-1.1-2b-it__ACSMobility__-1,0.264856507875157,0.1456986496752089,0.5041679856494671,0.5,0.0,1.0,0.7296237447630907,0.7313593874080495,0.7313593874080495,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.360249934929212,google--gemma-1.1-2b-it,16446,45648,62094,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-2b-it_task-ACSMobility/google--gemma-1.1-2b-it_bench-140755705/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5152510031982225,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,2738217470,gemma-1.1-2b-it,,False,42,2387644647,ACSMobility,gemma-2b,Gemma 2B (it),True,-1,True,0.0043317272814951,0.395577672560956,0.0017010665841657,0.5939060134634586,0.004162094006556439,0.003784104716793373
gemma-2-27b__ACSEmployment__-1,0.4868375920472419,0.05671830950542811,0.8850397236457603,0.5008520970923562,0.07213119693187836,0.871003292712897,0.33759526061667816,0.2586658537453472,0.2591982877806789,0.12023604622571926,0.6881377551020408,0.3486302303393758,0.1202360462257192,0.6881377551020408,0.6496655754759119,0.0645454451570262,0.9052053631013771,0.974566109437952,google--gemma-2-27b,176871,146740,323611,0.6504383349144498,0.04425401358924641,0.9341346513846491,0.45409498833668266,0.22416712488385387,0.5451374180848678,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b_task-ACSEmployment/google--gemma-2-27b_bench-1883501243/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.5007358496112414,0.5,0.3503344245240882,0.0645454451570262,0.8317585937710301,0.6513697696606242,0.12023604622571926,0.8363453815261044,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1442977187,gemma-2-27b,,False,42,1212564561,ACSEmployment,gemma-2-27b,Gemma 2 27B,False,-1,True,0.7981141606331033,0.5183723668231303,0.562157606405394,0.49498626437296633,0.266208613440112,0.5921398057834236
gemma-2b__ACSTravelTime__-1,0.43844816418368393,0.40143445301267805,0.21067172090333772,0.4998907506541554,0.001378000768282761,0.9972485463207555,0.25524887194180795,0.09113789865724445,0.09113789865723929,0.002319518853788227,0.0,0.0021000233335925953,0.0023195188537882055,0.0,0.9981184753580966,0.002314100586238821,0.9976858994137612,0.7036746513289471,google--gemma-2b,82380,64285,146665,0.9980227048034637,0.002172918572735605,0.9978270814272644,0.4382578992314261,0.4015104379860827,0.210640249790768,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2b_task-ACSTravelTime/google--gemma-2b_bench-2642491410/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.4814487300243289,0.5,0.0018815246419033745,0.0023141005862388152,0.0,0.9978999766664074,0.002319518853788227,0.9976804811462118,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1158059187,gemma-2b,,False,42,233993660,ACSTravelTime,gemma-2b,Gemma 2B,False,-1,True,0.5467732386027235,0.5417788838509529,0.4843450479233226,0.4384618007022807,0.015367780449034618,0.529449697654964
gemma-2-27b__ACSMobility__-1,0.6070956936257932,0.140661938534279,0.8052373158756136,0.4972022599725092,0.04608846968627056,0.9125744492549095,0.27499640115518903,0.22845016423111528,0.22795853420745618,0.0917931306981985,0.6806587923836677,0.26912460567823343,0.09179313069819853,0.6806587923836677,0.7364708743767482,0.06181097485445319,0.9210193099081987,0.8236629863165469,google--gemma-2-27b,16446,45648,62094,0.7323573936290141,0.08079992825755533,0.8985303226533026,0.7336558548653106,0.15458276333789323,0.8203497615262322,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-27b_task-ACSMobility/google--gemma-2-27b_bench-890711927/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.4928954674027126,0.5,0.26352912562325187,0.06181097485445311,0.7786157941437445,0.7308753943217665,0.0917931306981985,0.8858788104833207,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,170887799,gemma-2-27b,,False,42,2387644647,ACSMobility,gemma-2-27b,Gemma 2 27B,False,-1,True,0.65142323845077,0.5362514896769414,0.060086398743291,0.7315199536187071,0.27006202971855653,0.6648364648136857
Mixtral-8x7B-Instruct-v0.1__ACSMobility__-1,0.7350790736625117,0.14611723485729344,0.8284710721240468,0.499995084764554,0.0011024096700229524,0.9977978124025576,0.26235889849506805,0.2616502648249461,0.26151782028473797,0.0015923566878981443,0.0,0.00013144058885383806,0.0010097610232245036,0.0,0.9998783898820381,0.0015923566878981443,0.9984076433121019,2.0676262605165956,mistralai--Mixtral-8x7B-Instruct-v0.1,16446,45648,62094,0.9998711630753374,0.0007263922518160326,0.999273607748184,0.7351415778114229,0.145821701098083,0.8288180030587721,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSMobility/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-2567666469/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5788992141867899,0.5,0.00012161011796181443,0.0015923566878980893,0.0,0.9998685594111462,0.0010097610232244758,0.9989902389767755,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3440972278,Mixtral-8x7B-Instruct-v0.1,,False,42,2387644647,ACSMobility,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.9994113342789428,0.6227010661255515,0.9991960442833232,0.6410925371211389,0.01704605136215149,0.9966613124095807
Mixtral-8x7B-v0.1__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.3718752668623376,0.40611147510701795,0.4061114751070403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.955128922443947,mistralai--Mixtral-8x7B-v0.1,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x7B-v0.1_bench-2031648921/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5746762705754378,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,946418726,Mixtral-8x7B-v0.1,,False,42,1163226111,ACSPublicCoverage,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.6791666666666667,0.3756248407699268,0.7059219380888291,0.6470495216508974,0.026051837769772917,0.70455036150681
Meta-Llama-3-70B__ACSEmployment__-1,0.5159002629700473,0.26724959004771476,0.5807467457109147,0.5570594001393973,0.125156410631031,0.8124327897924172,0.2613655257438902,0.2513920470621238,0.25298369215667155,0.259493612222514,0.0,0.0008859206760256235,0.009180790960451978,0.0,0.8849952790451798,0.259493612222514,0.7166449061938065,0.7202287616577275,meta-llama--Meta-Llama-3-70B,176871,146740,323611,0.9367419525294257,0.14504658880899512,0.8478301773441836,0.483637923071848,0.2843029661950725,0.4891462738576067,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B_task-ACSEmployment/meta-llama--Meta-Llama-3-70B_bench-1471131095/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8176085365864438,0.5,0.11500472095482019,0.25949361222251405,0.24500876443885117,0.9991140793239743,0.00918079096045199,0.990819209039548,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3564803340,Meta-Llama-3-70B,,False,42,1212564561,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.7311699910687705,0.7363501240687121,0.7058467131172372,0.7329200799725597,0.11944866074943525,0.704837696313849
gemma-2-9b-it__ACSMobility__-1,0.7351757013560086,0.14569864967520896,0.8289624547291026,0.5000608050589809,0.0007961783439490722,0.9984101748807631,0.23540828730720081,0.20264773337336606,0.20264773337335532,0.0015923566878981443,0.0,0.0,0.0,0.0,0.9998783898820381,0.0015923566878981443,0.9984076433121019,0.8495468363765599,google--gemma-2-9b-it,16446,45648,62094,0.9999677907688344,0.00031796502384739966,0.9996820349761526,0.7351671712942086,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b-it_task-ACSMobility/google--gemma-2-9b-it_bench-2531389070/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5359431773633485,0.5,0.00012161011796181443,0.0015923566878980893,0.0,1.0,0.0,1.0,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1285184947,gemma-2-9b-it,,False,42,2387644647,ACSMobility,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.9046633146012028,0.672560955969981,0.939906510529613,0.6256804200083744,0.06664475207044612,0.9377912254981989
gemma-2-9b-it__ACSEmployment__-1,0.6992098538059583,0.18187779723081854,0.7620718124276085,0.6773029540767782,0.2052647729042103,0.708953600420236,0.20485504169545413,0.1613018107461255,0.16130181074612387,0.5203029116072594,0.0,0.5579801008586616,0.5203029116072595,0.47969708839274056,0.08741399098778206,0.10977336579883873,0.0,0.604688028667332,google--gemma-2-9b-it,176871,146740,323611,0.248208497238969,0.2996738605250443,0.0,0.8075146595620184,0.8849407783417935,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b-it_task-ACSEmployment/google--gemma-2-9b-it_bench-3476836200/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8180078223350796,0.5,0.912586009012218,0.10977336579883878,0.8902266342011612,0.44201989914133843,0.5203029116072594,0.0,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3139246601,gemma-2-9b-it,,False,42,1212564561,ACSEmployment,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.2942507922136713,0.7369496092530847,0.22266139657444,0.7375861759952536,0.250496065093284,0.2921438385056004
Mixtral-8x7B-Instruct-v0.1__ACSTravelTime__-1,0.5238059523403675,0.11066044508255557,0.817735737511085,0.5737777555651997,0.08270679706133022,0.8694103204294786,0.44708946133312955,0.44579516047574114,0.44449874396535144,0.4835019183815835,0.04181654676258993,0.021186902076689742,0.31939448441247,0.04181654676258993,0.831257586792911,0.4835019183815835,0.45274378207658905,2.761611177863056,mistralai--Mixtral-8x7B-Instruct-v0.1,82380,64285,146665,0.8959329083285037,0.5045484575900798,0.4592887097652633,0.4788587692729182,0.3877512324611301,0.3006155950752394,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-1993024998/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6575664990866439,0.5,0.1687424132070891,0.4835019183815835,0.19416346936402745,0.9788130979233103,0.3193944844124701,0.6760905912752697,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,4231845931,Mixtral-8x7B-Instruct-v0.1,,False,42,233993660,ACSTravelTime,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.8670829616413916,0.5462039341356152,0.994090410862722,0.5894930624211638,0.2862878216556983,0.8786342156109503
Yi-34B-Chat__ACSPublicCoverage__-1,0.7363237839214963,0.2085991544965411,0.7294781698564593,0.58062738604112,0.07904862683375857,0.8697888709894603,0.1903885997972489,0.06206518294401743,0.062065182944015425,0.18790485829959516,0.19558676028084251,0.8055988931735892,0.18790485829959513,0.7975794581039088,0.033146334744170905,0.0643530591775326,0.19558676028084251,0.5710159664663821,01-ai--Yi-34B-Chat,79858,33971,113829,0.0812710293510441,0.11120789434810607,0.20540255901750035,0.7138687709436817,0.23529411764705888,0.7124183006535947,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B-Chat_task-ACSPublicCoverage/01-ai--Yi-34B-Chat_bench-4181856223/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6737030522456923,0.5,0.966853665255829,0.06435305917753253,0.9346240065212962,0.19440110682641076,0.18790485829959516,0.27621832358674464,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,863082198,Yi-34B-Chat,,False,42,1163226111,ACSPublicCoverage,Yi-34B,Yi 34B (chat),True,-1,True,0.2688285903375248,0.6967293044830404,0.2451646628332462,0.6958244384120039,0.13412632298301636,0.2363737034557585
gemma-2-9b__ACSPublicCoverage__-1,0.38344358643228,0.1288596058398398,0.7370621749997038,0.5083162788657707,0.04792569998713975,0.9081599429186167,0.2503908043659394,0.2012164916345109,,0.21715145436308925,0.28964160839160835,0.18191987283271024,0.21223926594003553,0.28964160839160835,0.8014475694357485,0.21715145436308925,0.7587206062632341,0.6939291084977848,google--gemma-2-9b,79858,33971,113829,0.8064113714431296,0.20020714183353083,0.7750053072727939,0.30275729086095887,0.22309088593083246,0.5194965533797455,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b_task-ACSPublicCoverage/google--gemma-2-9b_bench-282493423/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.49551981971349046,0.5,0.19855243056425154,0.21715145436308927,0.3153067678684377,0.8180801271672897,0.2122392659400355,0.7676538562340663,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,2521164094,gemma-2-9b,,False,42,1163226111,ACSPublicCoverage,gemma-2-9b,Gemma 2 9B,False,-1,True,0.5311801242236025,0.645099227789052,0.4689486552567237,0.3830570417029052,0.019769513602980245,0.4996553780342809
Meta-Llama-3-8B__ACSIncome__-1,0.37550015019525385,0.2668713475003548,0.40379282619425916,0.5059962598492226,0.011170439564828993,0.9781473287572368,0.258682902045144,0.2503056073415475,0.2589177772086752,0.022612396914072908,0.0,0.00016331063315532475,0.0008818342151675485,0.0,0.9878441696683996,0.022612396914072908,0.9773876030859271,0.7100176026487942,meta-llama--Meta-Llama-3-8B,105217,61233,166450,0.9922559327125263,0.01711229946524062,0.9828877005347594,0.37068678441036323,0.2685975416951959,0.39986009675562356,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-3856924586/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8065175103812279,0.5,0.012155830331600406,0.02261239691407289,0.0,0.9998366893668447,0.0008818342151675207,0.9991181657848325,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1071786851,Meta-Llama-3-8B,,False,42,2612382143,ACSIncome,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.5622851097593229,0.6871613097026134,0.59267070920116,0.7258996695704416,0.047890785138246794,0.5865706649066158
Meta-Llama-3-8B-Instruct__ACSIncome__-1,0.6173205166716732,0.10614162256178716,0.8505492041763698,0.6896228477553664,0.10314988405560466,0.8640325836017815,0.298156046389261,0.32188925192957507,0.3223445253765334,0.365544221663772,0.073455549974887,0.0367612235232636,0.1887405361162267,0.073455549974887,0.5839930809660036,0.365544221663772,0.4577002321486005,1.0347186908310126,meta-llama--Meta-Llama-3-8B-Instruct,105217,61233,166450,0.7235085611294683,0.4175452481632409,0.4865579270432506,0.489769820971867,0.18716766877211377,0.6547086755580589,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-1821167653/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8502006613070671,0.5,0.4160069190339964,0.365544221663772,0.47136057621765276,0.9632387764767364,0.18874053611622676,0.8083924073641297,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2932596239,Meta-Llama-3-8B-Instruct,,False,42,2612382143,ACSIncome,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.9669321597917376,0.7744848302793632,0.924145771489926,0.7579933914088315,0.36876231225532696,0.6897654910404191
Mistral-7B-v0.1__ACSMobility__-1,0.7350951782780945,0.14569864967520896,0.8289624547291026,0.5000254872940444,0.0013633518206921935,0.9972797979587612,0.232642023494382,0.195783003020404,0.19578300302038742,0.0031847133757961776,0.0,0.00013144058885383806,0.0007945967421533572,0.0,0.9998175848230573,0.0031847133757961776,0.9968152866242038,0.658337699763794,mistralai--Mistral-7B-v0.1,16446,45648,62094,0.9998550584597545,0.0012718600953894876,0.9987281399046105,0.7351534187001691,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-v0.1_task-ACSMobility/mistralai--Mistral-7B-v0.1_bench-429021029/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5293082275787793,0.5,0.00018241517694272163,0.0031847133757961785,0.0,0.9998685594111462,0.0007945967421533195,0.9992054032578467,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1449902054,Mistral-7B-v0.1,,False,42,2387644647,ACSMobility,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.5312423425630973,0.58285824717364,0.5465721040189125,0.533143298869456,0.013701458519242706,0.5393604891044573
Mistral-7B-v0.1__ACSIncome__-1,0.728867527786122,0.08536822218690954,0.8935350332496588,0.7250828834058027,0.08881437882444831,0.8811548171726183,0.2312613888594657,0.19793685772001418,,0.40085942295887045,0.27845303867403315,0.28923946238139564,0.4008594229588705,0.27845303867403315,0.2605947708069989,0.2527980260961194,0.2927721366961459,0.6555302088900782,mistralai--Mistral-7B-v0.1,105217,61233,166450,0.4262000600781015,0.40065485546797663,0.30414086920242445,0.6134957217969862,0.245657313187378,0.6260951188986232,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-v0.1_task-ACSIncome/mistralai--Mistral-7B-v0.1_bench-1635867404/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.7951083189985013,0.5,0.7394052291930011,0.25279802609611945,0.7176541526718666,0.7107605376186044,0.40085942295887045,0.5257806826434277,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,4148743438,Mistral-7B-v0.1,,False,42,2612382143,ACSIncome,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.5,0.728867527786122,0.4845977011494253,0.728867527786122,0.03593771746621952,0.4892779858397283
Mixtral-8x22B-v0.1__ACSEmployment__-1,0.5215242992358109,0.1835954223067655,0.6534295878496029,0.5622467669934652,0.07951183882794222,0.8699703177489883,0.23579672486666478,0.2100388190710503,0.23668303480284153,0.15930037937143504,0.0,0.00038844214256508107,0.0013654618473895582,0.0,0.8751180238705045,0.15930037937143504,0.8298152608862512,0.6628480286583138,mistralai--Mixtral-8x22B-v0.1,176871,146740,323611,0.9315690752168498,0.11186492139309001,0.8844215000912818,0.48656564919427064,0.24927349544102168,0.515162620247366,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x22B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-v0.1_bench-780282012/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8578035348350679,0.5,0.1248819761294955,0.1593003793714351,0.28646931919274493,0.9996115578574349,0.0013654618473895042,0.9986345381526105,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2907327822,Mixtral-8x22B-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6513539651837524,0.7736170896539364,0.6511873350923483,0.7840339172648643,0.0774795217875634,0.6217817432537796
Mistral-7B-Instruct-v0.2__ACSEmployment__-1,0.6310075986292184,0.1197196770268395,0.8248191307402796,0.6368093459642312,0.10731691475167626,0.8377834516660362,0.3583978537059148,0.35527835609058933,,0.30750314149816727,0.465572938494747,0.30087910590159467,0.30750314149816727,0.465572938494747,0.42550220216994306,0.19445838796278953,0.5616171511251485,5.402141327194607,mistralai--Mistral-7B-Instruct-v0.2,176871,146740,323611,0.5495734075788524,0.2116864054064192,0.6331572493877985,0.5768352750663488,0.24677179962894247,0.5957265736603751,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSEmployment/mistralai--Mistral-7B-Instruct-v0.2_bench-2467963183/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7187998552190535,0.5,0.5744977978300569,0.19445838796278958,0.7410250440682475,0.6991208940984054,0.30750314149816727,0.5799795692373355,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2864449592,Mistral-7B-Instruct-v0.2,,False,42,1212564561,ACSEmployment,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.9999741683604962,0.6633983393642366,0.999999934370804,0.6969725998189183,0.4875798060624328,0.5482080808072206
Yi-34B-Chat__ACSEmployment__-1,0.6871737981712612,0.1979075480538055,0.7378040127694806,0.704295935361926,0.24565418568273156,0.6972408825984083,0.20982548101929607,0.14037644494691226,0.14037644494689944,0.25682073676928396,0.24119319089138,0.11181000408886466,0.256820736769284,0.24119319089138,0.4795981251872834,0.23448763459617922,0.5576415442584814,0.6102859913076997,01-ai--Yi-34B-Chat,176871,146740,323611,0.6648723312866374,0.2412041453473246,0.6471105077348119,0.6057492098903142,0.15064783148901512,0.7645311830191865,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B-Chat_task-ACSEmployment/01-ai--Yi-34B-Chat_bench-4183916575/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7846387287839502,0.5,0.5204018748127166,0.2344876345961791,0.66711130445721,0.8881899959111353,0.25682073676928396,0.7203507532956686,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2503806349,Yi-34B-Chat,,False,42,1212564561,ACSEmployment,Yi-34B,Yi 34B (chat),True,-1,True,0.6225392296718973,0.7278151855159435,0.5928246013667426,0.7262361291797869,0.2022123510326307,0.5938220941986253
gemma-7b__ACSTravelTime__-1,0.5756656325640064,0.1728991596638655,0.7517345399698342,0.5352772140132301,0.09428453683602306,0.8309155034658636,0.24285077640438474,0.04207642321021796,0.059713086585523954,0.47025769862260547,0.18606123563131235,0.7920821342459361,0.4702576986226054,0.4383952074180014,0.1373634377276038,0.46510786535353577,0.18606123563131235,0.6787511647708683,google--gemma-7b,82380,64285,146665,0.1682882760031364,0.46974419801323924,0.2170930033112679,0.5415282392026578,0.519478956710087,0.12897856242118538,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-7b_task-ACSTravelTime/google--gemma-7b_bench-2810152339/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6112494071951343,0.5,0.8626365622723963,0.4651078653535358,0.4795584181985227,0.20791786575406393,0.47025769862260547,0.25699283617628343,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,422413630,gemma-7b,,False,42,233993660,ACSTravelTime,gemma-7b,Gemma 7B,False,-1,True,0.4686962926589737,0.5693928340094774,0.4611059044048735,0.5651859680223639,0.024417651630708907,0.4670884746934762
Yi-34B__ACSPublicCoverage__-1,0.7047413225100809,0.2344686779400461,0.693792662116041,0.5142336348926855,0.04994829936647083,0.904534952075865,0.2056090978642557,0.03873959569636706,0.04761287917474641,0.08695652173913043,0.10364426613172853,0.9583468252332872,0.08695652173913049,0.9130434782608695,0.013185904981341881,0.053781344032096286,0.10364426613172853,0.6013051476012956,01-ai--Yi-34B,79858,33971,113829,0.02168164527492994,0.06400044837304639,0.1222795651696497,0.5733387358184765,0.6388888888888888,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B_task-ACSPublicCoverage/01-ai--Yi-34B_bench-4292514551/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.588740457852767,0.5,0.9868140950186581,0.053781344032096334,0.9458821154622526,0.041653174766712785,0.08695652173913043,0.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,926772677,Yi-34B,,False,42,1163226111,ACSPublicCoverage,Yi-34B,Yi 34B,False,-1,True,0.24502750740584,0.32340616187439053,0.3487750556792873,0.6435354786565813,0.06623497404834945,0.33415057039173207
