,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_dataset_subsampling,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_numeric_risk_prompting,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
Mixtral-8x7B-v0.1__ACSTravelTime__-1__QA,0.4383117989977159,0.40154881714808516,0.21062435765673176,0.5,0.0,1.0,0.3211437904036292,0.28127894399562764,0.28127894399562103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8491167002599115,mistralai--Mixtral-8x7B-v0.1,82380,64285,146665,1.0,0.0,1.0,0.4383117989977159,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x7B-v0.1_bench-125552083/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6022908621727531,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,2841607379,Mixtral-8x7B-v0.1,False,,False,42,78666164,ACSTravelTime,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.7057368941641938,0.5200490914669484,0.7059456550981975,0.5724065046193707,0.025093222882749948,0.7195907429933313
Mixtral-8x7B-v0.1__ACSTravelTime__-1__Num,0.5786179388402141,0.3575630252100841,0.5995294117647059,0.5435311386387204,0.06667717501976078,0.8823365789923766,0.2457686271434903,0.0736359049538498,,0.3954586330935252,0.0,0.7408571206346737,0.39545863309352514,0.6045413669064749,0.17208060208788542,0.26210428305400374,0.0,0.733202202693174,mistralai--Mixtral-8x7B-v0.1,82380,64285,146665,0.21024102546619847,0.3299405306495883,0.0,0.5402626885033242,0.7241379310344828,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x7B-v0.1_bench-48035520/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5746013842709985,0.5,0.8279193979121146,0.2621042830540037,0.7378957169459963,0.25914287936532626,0.3954586330935252,0.0,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,3529017065,Mixtral-8x7B-v0.1,True,,False,42,3731140739,ACSTravelTime,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.39,0.5732656052909693,0.39,0.5732656052909693,0.12169965777085602,0.37057109739883404
gemma-2-9b-it__ACSIncome__-1__QA,0.780030039050766,0.09645948714417052,0.8886611238814628,0.7538127817291476,0.2493726872100982,0.6883853022917261,0.20317676184959776,0.19471530729362502,0.17909722882504675,0.6945076373090673,0.07500174812950143,0.34540198912351183,0.6945076373090673,0.2128913443830571,0.14697244741819288,0.19576226288887114,0.07500174812950143,0.9876164906189212,google--gemma-2-9b-it,105217,61233,166450,0.3337158305797537,0.44287498712269496,0.07806401458288656,0.7216051271895872,0.15627705627705635,0.7961603613777526,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-9b-it_task-ACSIncome/google--gemma-2-9b-it_bench-1637004612/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8440464274412477,0.5,0.8530275525818071,0.1957622628888711,0.8010802812580826,0.6545980108764882,0.6945076373090673,0.1448579431772709,20,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,2059063002,gemma-2-9b-it,False,,False,42,662640833,ACSIncome,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.0851419031719532,0.7778371883448483,0.0075746456763258,0.7618924601982577,0.44779558236877265,0.3281401320902049
gemma-2-9b-it__ACSIncome__-1__Num,0.717434665064584,0.11674576005420623,0.8576751127429059,0.7497542925581866,0.10426787166598461,0.8683404334713118,0.19460981616100928,0.17807984379686503,,0.40198786696999245,0.14577578268876612,0.1279375500138814,0.4019878669699924,0.14577578268876612,0.3725538648697454,0.2863434707840634,0.30722392521039554,0.5698713561814077,google--gemma-2-9b-it,105217,61233,166450,0.5563112045659357,0.4304380859173792,0.3305139400737061,0.5766755221495065,0.18953416983168786,0.7076414350174088,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-9b-it_task-ACSIncome/google--gemma-2-9b-it_bench-2171887348/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.8386414776670174,0.5,0.6274461351302546,0.2863434707840634,0.6720065698291637,0.8720624499861186,0.40198786696999245,0.5684045244395336,20,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,993885888,gemma-2-9b-it,True,,False,42,127998692,ACSIncome,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.45,0.666939020726945,0.75,0.7630699909882848,0.2952087397992586,0.5459560829077801
Mistral-7B-Instruct-v0.2__ACSPublicCoverage__-1__QA,0.7015523284927391,0.24519280040994107,0.6799158806609138,0.5000106535321974,0.0010671529319327133,0.9978693867068333,0.2983340202233082,0.2983369783014952,0.29829505989847815,0.0017331022530329288,0.0,0.9999411262547467,0.0017331022530329143,0.9982668977469671,3.756668085852388e-05,0.00040120361083249747,0.0,3.4248928975314104,mistralai--Mistral-7B-Instruct-v0.2,79858,33971,113829,4.392553742895044e-05,0.0007633587786259542,0.0,0.4,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSPublicCoverage/mistralai--Mistral-7B-Instruct-v0.2_bench-2275936353/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.612959661394029,0.5,0.9999624333191415,0.0004012036108325123,0.9995987963891675,5.887374525330429e-05,0.0017331022530329288,0.0,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,1610999746,Mistral-7B-Instruct-v0.2,False,,False,42,2726196641,ACSPublicCoverage,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,1.0127326782318676e-05,0.6780521659682506,1.1471867374771688e-05,0.693144980628838,0.006395286953104515,0.0001438265012969475
Mistral-7B-Instruct-v0.2__ACSPublicCoverage__-1__Num,0.6529618989888342,0.22337158472045232,0.6787482141063986,0.6341547694273995,0.10681154602281373,0.8329751122763681,0.2035396278628469,0.07179954141752316,,0.43494148238091196,0.3493288689048042,0.4124988961172765,0.29082659057467997,0.40880201143558714,0.31919156502792456,0.43494148238091196,0.3493288689048042,0.6011507429133749,mistralai--Mistral-7B-Instruct-v0.2,79858,33971,113829,0.399265565014188,0.39770145291433723,0.43734647964852824,0.4391392360499912,0.2640019982785748,0.48964138121982453,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSPublicCoverage/mistralai--Mistral-7B-Instruct-v0.2_bench-2614680311/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.6706096775383795,0.5,0.6808084349720754,0.4349414823809119,0.4325549461172041,0.5875011038827235,0.29082659057467997,0.6359657685162329,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,2221955960,Mistral-7B-Instruct-v0.2,True,,False,42,3037205103,ACSPublicCoverage,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.52,0.6534802203304958,0.28,0.5875040631122121,0.20426362341483312,0.35488557397499754
Mixtral-8x22B-Instruct-v0.1__ACSEmployment__-1__QA,0.5070563114356434,0.13623449924718734,0.7714776141660084,0.4744703130257525,0.1419349577760699,0.7249813347099218,0.39311239727551767,0.37909300412870195,0.3726907118840729,0.22389905788429565,0.31979113290876704,0.875507700695107,0.1783696529459241,0.8216303470540759,0.17555167325338805,0.22389905788429565,0.31979113290876704,1.448136371498044,mistralai--Mixtral-8x22B-Instruct-v0.1,176871,146740,323611,0.1523990222829261,0.17201146959316532,0.28237972451632676,0.37041242548359626,0.5472232048107535,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-3252733622/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.6031491775387442,0.5,0.824448326746612,0.22389905788429565,0.7497598764822578,0.12449229930489301,0.17836965294592413,0.0,10,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,4170950967,Mixtral-8x22B-Instruct-v0.1,False,,False,42,2214502198,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.0140693171233884,0.6045808084397626,0.0140642817924568,0.6041574606549222,0.26280205936444256,0.18329549541362788
Mixtral-8x22B-Instruct-v0.1__ACSEmployment__-1__Num,0.7941386417643406,0.06883667211712874,0.9180104913993852,0.7945107774110083,0.0839518194081953,0.9002193436683973,0.14371143533439837,0.06008055968445186,,0.22312906402970178,0.2357635193686522,0.20149243560038163,0.22312906402970176,0.2357635193686522,0.20948600957760175,0.20602141919452568,0.44443377072150697,0.6680209775718837,mistralai--Mixtral-8x22B-Instruct-v0.1,176871,146740,323611,0.47657527092713164,0.27635474397499643,0.574619196967216,0.7597536067433944,0.2164470597850341,0.7201389743739162,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-3554049320/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8742511301282223,0.5,0.7905139904223982,0.20602141919452566,0.7533238881816688,0.7985075643996183,0.22312906402970178,0.7603766255163938,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,745893020,Mixtral-8x22B-Instruct-v0.1,True,,False,42,1654031068,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.35,0.8013849961836896,0.3,0.8013849961836896,0.32853222355840483,0.394042198812772
gemma-2-27b-it__ACSPublicCoverage__-1__Num,0.6183837159247644,0.148868457029531,0.7845150616428351,0.5276356844001264,0.035588857444706856,0.935547738485964,0.24589538079048404,0.17241871579297996,,0.1288293407938451,0.5664992123302861,0.6974772600158959,0.128829340793845,0.8370876888463856,0.24725137118385135,0.1241863719478829,0.5664992123302861,3.0235902766072944,google--gemma-2-27b-it,79858,33971,113829,0.26374649693839003,0.13022715392221942,0.5708850731317481,0.34231563520085273,0.3011682934043183,0.4837114970211687,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-27b-it_task-ACSPublicCoverage/google--gemma-2-27b-it_bench-4250782619/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.54649281551024,0.5,0.7527486288161487,0.12418637194788285,0.8517554922988037,0.3025227399841041,0.1288293407938451,0.618893055735161,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,3077949497,gemma-2-27b-it,True,,False,42,3037205103,ACSPublicCoverage,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.01,0.4274042642911736,0.16,0.5069534125750028,0.21496129500895053,0.22759867871983416
gemma-2-27b-it__ACSPublicCoverage__-1__QA,0.6266680722838643,0.19323727510780497,0.7069227151838957,0.5200758564520376,0.07916533799799907,0.8490325451912274,0.2889377844382739,0.24496671561646108,0.24491673673801828,0.1834017203124525,0.5158194583751254,0.7443407612375261,0.12107911486957545,0.8518194407393279,0.21550752585839866,0.1834017203124525,0.5158194583751254,1.0027539292039087,google--gemma-2-27b-it,79858,33971,113829,0.22749035834453435,0.1380411417553642,0.5823370582786417,0.33539293299864836,0.2779552715654952,0.4440894568690096,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-27b-it_task-ACSPublicCoverage/google--gemma-2-27b-it_bench-1783840271/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.538573792139462,0.5,0.7844924741416014,0.1834017203124525,0.7720624343660993,0.2556592387624739,0.12107911486957545,0.6016791767193876,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,1922790770,gemma-2-27b-it,False,,False,42,2726196641,ACSPublicCoverage,gemma-2-27b,Gemma 2 27B (it),True,-1,True,0.0420863225293856,0.4469774837695139,0.1259100642398287,0.531428722030414,0.3056462466986391,0.2650104893875209
Yi-34B__ACSTravelTime__-1__QA,0.563045034602666,0.40029081165860675,0.5516742909423604,0.5021645381584868,0.035785963173765256,0.9327938115840652,0.23846225398468926,0.07559897577056227,0.07618910997373925,0.0759493670886076,0.0,0.9912887920976899,0.07594936708860756,0.9240506329113924,0.0043821315853362465,0.01098901098901099,0.0,0.6674891497821637,01-ai--Yi-34B,82380,64285,146665,0.00627961681382743,0.041176470588235294,0.0,0.6080347448425625,0.8571428571428571,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B_task-ACSTravelTime/01-ai--Yi-34B_bench-1168211518/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6157390069028876,0.5,0.9956178684146637,0.01098901098901095,0.989010989010989,0.008711207902310026,0.0759493670886076,0.0,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,3667988885,Yi-34B,False,,False,42,78666164,ACSTravelTime,Yi-34B,Yi 34B,False,-1,True,0.3774412116381028,0.5398220434323118,0.4071428571428571,0.5780520233184469,0.0550771958790854,0.3861691360575053
Yi-34B__ACSTravelTime__-1__Num,0.4383117989977159,0.40154881714808516,0.21062435765673176,0.5,0.0,1.0,0.26656168206456893,0.14337974295266592,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7290136220509501,01-ai--Yi-34B,82380,64285,146665,1.0,0.0,1.0,0.4383117989977159,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B_task-ACSTravelTime/01-ai--Yi-34B_bench-3425521417/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5316409272989117,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,348476403,Yi-34B,True,,False,42,3731140739,ACSTravelTime,Yi-34B,Yi 34B,False,-1,True,0.75,0.5686428254866532,0.75,0.5686428254866532,0.07371851112305164,0.5816915419493403
Meta-Llama-3-8B__ACSIncome__-1__Num,0.4029197957344548,0.2352616342088234,0.49764965172348247,0.5276028475121816,0.032180924361442154,0.9415899122980909,0.24204240130948335,0.13847147756677144,,0.07923544332270793,0.0,0.0005552561527281041,0.01556420233463035,0.0,0.9442390488229089,0.07923544332270793,0.9176154163358506,0.6766609248227706,meta-llama--Meta-Llama-3-8B,105217,61233,166450,0.9645479122859718,0.0742460412893109,0.9241281900415474,0.3811858062024678,0.26833825886241836,0.41282075076385355,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-3360821972/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.6297164558296,0.5,0.05576095117709116,0.0792354433227079,0.3254279825228921,0.9994447438472719,0.015564202334630295,0.9844357976653697,10,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,4241236345,Meta-Llama-3-8B,True,,False,42,127998692,ACSIncome,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.5095,0.6452027635926705,0.5095,0.6452027635926705,0.07099471742126343,0.5062158639771702
Meta-Llama-3-8B__ACSIncome__-1__QA,0.37516371282667466,0.26671376792266804,0.404144868762868,0.5057472103963981,0.012104283054003684,0.9763636363636364,0.25896549309158906,0.2486957446332137,0.2593446516272474,0.02420856610800748,0.0,8.165531657766238e-05,9.899225880536142e-05,0.0,0.988423923890626,0.02420856610800748,0.9757914338919925,0.710587799500188,meta-llama--Meta-Llama-3-8B,105217,61233,166450,0.9926524481826374,0.018248663101604223,0.9817513368983958,0.3705689748043601,0.2684678766082913,0.40014981345302125,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSIncome/meta-llama--Meta-Llama-3-8B_bench-524426085/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8066578923051705,0.5,0.01157607610937396,0.024208566108007448,0.0,0.9999183446834223,9.899225880538598e-05,0.9999010077411946,10,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,2336547213,Meta-Llama-3-8B,False,,False,42,662640833,ACSIncome,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.5925722145804677,0.6996094923400421,0.5927467300832342,0.7463082006608591,0.04806221837439898,0.587372740989309
Meta-Llama-3-8B__ACSMobility__-1__Num,0.7237414242922021,0.16244205695859104,0.8093071505268714,0.5131139400808663,0.09663586517529454,0.8398108180878,0.2149388210950446,0.14034400924398094,,0.21256281407035177,0.24843614107939094,0.9347561717134866,0.2125628140703517,0.779169929522318,0.03901594812478093,0.07317054642743327,0.24843614107939094,0.6634871404609903,meta-llama--Meta-Llama-3-8B,45648,16446,62094,0.04596257287338551,0.09507170036814305,0.22571413257868106,0.3759635599159075,0.23550724637681159,0.5289855072463768,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSMobility/meta-llama--Meta-Llama-3-8B_bench-1561739507/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.5096340692727548,0.5,0.9609840518752191,0.07317054642743337,0.925015797380369,0.06524382828651344,0.21256281407035177,0.14974874371859295,10,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,4222337168,Meta-Llama-3-8B,True,,False,42,748098781,ACSMobility,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.1746,0.6387412632460463,0.2067,0.7236286919831224,0.0923190364560857,0.1396079152575128
Meta-Llama-3-8B__ACSMobility__-1__QA,0.7343382613457017,0.14569864967520896,0.8289624547291026,0.5001525001748706,0.015277353584065345,0.9699018840138895,0.20451667123530864,0.10417097074119455,0.10417097074119373,0.03662420382165605,0.0,0.9978110178766874,0.0366242038216561,0.9633757961783439,0.001883981773571679,0.021454112038140644,0.0,0.5999887810208763,meta-llama--Meta-Llama-3-8B,45648,16446,62094,0.0019647631011047765,0.02448330683624801,0.0,0.29508196721311475,0.4444444444444444,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B_task-ACSMobility/meta-llama--Meta-Llama-3-8B_bench-4175023245/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.5471529825392933,0.5,0.9981160182264284,0.021454112038140627,0.9785458879618594,0.0021889821233126595,0.03662420382165605,0.0,10,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,178537628,Meta-Llama-3-8B,False,,False,42,3534097513,ACSMobility,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.3629366489046773,0.49818017843914064,0.3630315302285218,0.5295680742100686,0.03607589209382834,0.3690274786163518
Yi-34B-Chat__ACSTravelTime__-1__QA,0.5616882010022841,0.40154881714808527,0.5502653247941445,0.5,0.0,1.0,0.36315914472919314,0.35090687545636157,0.35090687545636345,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.086090822462133,01-ai--Yi-34B-Chat,82380,64285,146665,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B-Chat_task-ACSTravelTime/01-ai--Yi-34B-Chat_bench-1559715579/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6464299459818929,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,2107017196,Yi-34B-Chat,False,,False,42,78666164,ACSTravelTime,Yi-34B,Yi 34B (it),True,-1,True,0.0953671270900799,0.5998090887396448,0.0850485436893203,0.5735246991443085,0.023855891258936314,0.08740492354135168
Yi-34B-Chat__ACSTravelTime__-1__Num,0.4383254355163127,0.40154881714808516,0.21062435765673176,0.5000121388686575,1.5164841830728193e-05,0.9999696712362004,0.25001892476050863,0.06182142978897553,,3.0329683661345364e-05,0.0,0.0,0.0,0.0,0.9999757222626852,3.0329683661345364e-05,0.9999696703163387,0.6931826372799627,01-ai--Yi-34B-Chat,82380,64285,146665,0.9999863634814032,1.7443026714025756e-05,0.999982556973286,0.43831777612622136,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-01-ai--Yi-34B-Chat_task-ACSTravelTime/01-ai--Yi-34B-Chat_bench-2613217811/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.5005004063315628,0.5,2.4277737314882253e-05,3.032968366139941e-05,0.0,1.0,0.0,1.0,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,3212011328,Yi-34B-Chat,True,,False,42,3731140739,ACSTravelTime,Yi-34B,Yi 34B (it),True,-1,True,0.56,0.5615450175570177,0.51,0.5611904680735008,0.0029461197618965485,0.5001332287866908
Meta-Llama-3-8B-Instruct__ACSEmployment__-1__QA,0.74005518971852,0.14829484508118906,0.8119187330677602,0.7300509959436952,0.13028880699317114,0.8239067291156834,0.18670608546961784,0.0714096215580161,0.06956632419834183,0.515716879972328,0.18704533734596424,0.37739539321248466,0.5157168799723278,0.285814081133676,0.16250261490012494,0.25513926598598563,0.18704533734596424,0.5596369624772792,meta-llama--Meta-Llama-3-8B-Instruct,176871,146740,323611,0.3711338613335146,0.40847996901214434,0.26078316063620977,0.7606887421629768,0.2538576406172226,0.6846011131725417,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-8B-Instruct_bench-1752669832/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.7896630823544663,0.5,0.837497385099875,0.2551392659859856,0.7289493360728865,0.6226046067875153,0.515716879972328,0.3501652622403022,10,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,2622315440,Meta-Llama-3-8B-Instruct,False,,False,42,2214502198,ACSEmployment,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.4072039072039072,0.7391219705139813,0.4377049180327869,0.7439734743256564,0.21958847888107957,0.41456847935270363
Meta-Llama-3-8B-Instruct__ACSEmployment__-1__Num,0.7647545973406343,0.09649207578418573,0.8825248551673074,0.7765113474653811,0.10833956258453814,0.8706103269569807,0.16720642307585437,0.08121982945597521,,0.20100183575368902,0.24072356215213359,0.09721957203216573,0.19311077031968854,0.24072356215213359,0.3497577330370722,0.20100183575368902,0.4961431222847692,0.5174026050853217,meta-llama--Meta-Llama-3-8B-Instruct,176871,146740,323611,0.6005234679908903,0.23513639954629112,0.6427656635554125,0.6816750370492343,0.19023262120709916,0.7331790710451799,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-8B-Instruct_bench-3988791050/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8181971934697481,0.5,0.6502422669629278,0.20100183575368902,0.7493978254006993,0.9027804279678343,0.1931107703196886,0.7942950490072882,10,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,1860388296,Meta-Llama-3-8B-Instruct,True,,False,42,1654031068,ACSEmployment,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.5067,0.7647545973406343,0.5067,0.7647545973406343,0.28844955499386066,0.3724966037928253
gemma-1.1-7b-it__ACSIncome__-1__QA,0.36832682487233404,0.26860472285490883,0.3999203579395627,0.5003564062841556,0.007936507936507908,0.984375,0.5897457643174059,0.6078452009293036,0.6078452009290645,0.015873015873015928,0.0,0.0,0.0,0.0,0.9992871874316888,0.015873015873015928,0.9841269841269841,3.187461705685938,google--gemma-1.1-7b-it,105217,61233,166450,0.9995494142385101,0.012499999999999956,0.9875,0.3680420736288505,0.2688066351230593,0.399392909644472,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSIncome/google--gemma-1.1-7b-it_bench-3753509595/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8411609996952668,0.5,0.0007128125683112045,0.015873015873015872,0.0,1.0,0.0,1.0,20,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,490036659,gemma-1.1-7b-it,False,,False,42,662640833,ACSIncome,gemma-7b,Gemma 7B (it),True,-1,True,0.9975192583888236,0.7039231000300391,0.9990817263544536,0.7561369780714929,0.060707720515947736,0.975721440039939
gemma-1.1-7b-it__ACSIncome__-1__Num,0.42108140582757586,0.2117124081683167,0.5638598586396752,0.5416782537366795,0.04133784969172072,0.9281807055861013,0.2989621544007209,0.33037705016503155,,0.08198509164863477,0.0,0.0019433965345483644,0.015873015873015872,0.0,0.9147000959920926,0.08198509164863477,0.9119218656827668,0.8051956576422998,google--gemma-1.1-7b-it,105217,61233,166450,0.9453649744668069,0.0864317084330739,0.9101047258373676,0.3883804875568774,0.26415130709403084,0.43208381729818246,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-7b-it_task-ACSIncome/google--gemma-1.1-7b-it_bench-2805646209/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.7832336770227858,0.5,0.08529990400790746,0.0819850916486347,0.45763708601672426,0.9980566034654517,0.015873015873015928,0.9841269841269841,20,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,3127362492,gemma-1.1-7b-it,True,,False,42,127998692,ACSIncome,gemma-7b,Gemma 7B (it),True,-1,True,0.75,0.626908981676179,0.75,0.626908981676179,0.14204232255127064,0.6982532892760589
Mixtral-8x22B-v0.1__ACSEmployment__-1__QA,0.5181189761781892,0.17076700194635813,0.675678535804394,0.5591367264094108,0.07790268740095452,0.8715924238555907,0.23669430440068934,0.2140105837662016,0.23807609678470004,0.15608207651745964,0.0,0.0003271091726863841,0.0013654618473895582,0.0,0.8813994380084921,0.15608207651745964,0.8343850385377027,0.664660377690958,mistralai--Mixtral-8x22B-v0.1,176871,146740,323611,0.9350300206111659,0.10888143899116665,0.8878762422347389,0.4847944055574283,0.24467766020130594,0.5225216881232442,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-v0.1_bench-1495429412/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.8573113848533024,0.5,0.11860056199150794,0.1560820765174596,0.2694243947007766,0.9996728908273136,0.0013654618473895042,0.9986345381526105,20,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,2438546947,Mixtral-8x22B-v0.1,False,,False,42,2214502198,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6513189448441247,0.7780174345124239,0.6511976047904192,0.782912200141528,0.07726092765297307,0.6239744427848795
